pl_name,hostname,discoverymethod,is_transit,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_snum,sy_pnum
Kepler-1281 b,Kepler-1281,Transit,1,3.11602791,0.0415,1.64,3.33,4.15,0.0,1123.0,375.55,5353.0,0.83,0.87,-0.04,4.55,1090.0,1,1
Kepler-1327 b,Kepler-1327,Transit,1,14.88801098,0.11151,1.8,3.89,3.67,0.0,831.0,79.9,5885.0,1.03,1.02,-0.03,4.42,678.069,1,1
Kepler-1325 b,Kepler-1325,Transit,1,33.8786838,0.2004,2.86,8.55,2.01,0.0,564.0,18.153,5550.0,0.91,0.93,0.01,4.5,973.368,1,1
Kepler-1372 b,Kepler-1372,Transit,1,1.311555568,0.024,1.27,2.15,5.77,0.0,1655.0,2176.358,5677.0,0.97,0.98,0.05,4.46,1303.22,1,1
Kepler-1239 b,Kepler-1239,Transit,1,5.19104016,0.0625,2.9,8.75,1.97,0.0,1183.0,462.91,6564.0,1.57,1.4,0.22,4.2,2140.6,1,1
Kepler-1283 b,Kepler-1283,Transit,1,12.9460978,0.1062,1.91,4.31,3.4,0.0,764.0,80.34,6175.0,1.25,1.16,0.04,4.31,2921.99,1,1
Kepler-1330 b,Kepler-1330,Transit,1,10.10769068,0.0889,1.65,3.36,4.11,0.0,879.0,322.399,5608.0,0.94,0.97,0.08,4.48,1720.48,1,1
Kepler-1373 b,Kepler-1373,Transit,1,1.29123275,0.02598,1.16,1.65,5.81,0.0,1887.0,8385.9,6299.0,1.33,1.22,0.03,4.27,1699.46,1,1
Kepler-1374 b,Kepler-1374,Transit,1,10.65276707,0.0918,2.29,5.86,2.68,0.0,737.0,59.789,5323.0,0.81,0.85,-0.13,4.56,1078.46,1,1
Kepler-1287 b,Kepler-1287,Transit,1,11.47685909,0.0976,1.54,2.99,4.5,0.0,796.0,78.156,5715.0,0.94,0.96,-0.05,4.48,1003.26,1,1
Kepler-1333 b,Kepler-1333,Transit,1,109.6471842,0.4382,2.81,8.3,2.06,0.0,428.0,3.298,5628.0,0.92,0.94,-0.04,4.49,932.446,1,1
Kepler-1332 b,Kepler-1332,Transit,1,11.87456832,0.09915,1.37,2.45,5.24,0.0,728.0,77.559,5581.0,0.9,0.95,0.0,4.51,528.685,1,1
Kepler-528 b,Kepler-528,Transit,1,19.78297415,0.14219,2.08,4.98,3.04,0.0,708.0,68.971,5807.0,1.06,1.01,0.02,4.39,784.23,1,1
Kepler-1376 b,Kepler-1376,Transit,1,5.30880656,0.0598,1.05,1.16,5.51,0.0,1042.0,278.902,5659.0,0.97,0.98,0.07,4.46,868.056,1,1
Kepler-1289 b,Kepler-1289,Transit,1,7.99019627,0.0785,1.52,2.92,4.57,0.0,1113.0,223.442,6080.0,1.17,1.1,0.02,4.35,1053.57,1,1
Kepler-1335 b,Kepler-1335,Transit,1,6.26406846,0.0615,1.45,2.7,4.87,0.0,809.0,80.741,4903.0,0.74,0.77,-0.07,4.6,621.853,1,1
Kepler-1334 b,Kepler-1334,Transit,1,15.64591713,0.1229,2.29,5.86,2.68,0.0,710.0,78.355,5614.0,0.91,0.94,-0.03,4.5,1223.04,1,1
Kepler-1377 b,Kepler-1377,Transit,1,0.740928422,0.0153,1.25,2.1,5.91,0.0,1873.0,2909.21,5218.0,0.82,0.86,0.05,4.55,1146.1,1,1
Kepler-1378 b,Kepler-1378,Transit,1,11.95398936,0.0885,2.2,5.48,2.83,0.0,525.0,14.867,4407.0,0.67,0.7,0.03,4.63,506.434,1,1
Kepler-1247 b,Kepler-1247,Transit,1,13.71220213,0.1091,2.33,6.04,2.62,0.0,676.0,41.472,5303.0,0.82,0.86,-0.05,4.55,1045.92,1,1
Kepler-520 b,Kepler-520,Transit,1,19.67416124,0.14628,1.66,3.39,4.07,0.0,711.0,59.77,6112.0,1.09,1.1,-0.03,4.41,623.901,1,2
Kepler-1291 b,Kepler-1291,Transit,1,8.63043276,0.0779,1.66,3.39,4.07,0.0,739.0,62.823,5216.0,0.8,0.84,-0.04,4.56,897.352,1,1
Kepler-1292 b,Kepler-1292,Transit,1,3.27646405,0.0443,1.82,3.97,3.62,0.0,1195.0,521.101,5556.0,0.93,0.95,0.08,4.49,1493.43,1,1
Kepler-1337 b,Kepler-1337,Transit,1,24.4002549,0.1441,2.41,6.39,2.51,0.0,437.0,9.183,4523.0,0.67,0.7,-0.09,4.64,601.629,1,1
Kepler-1381 b,Kepler-1381,Transit,1,25.3842686,0.1728,2.25,5.69,2.74,0.0,649.0,29.701,5747.0,0.94,0.96,-0.1,4.48,1197.04,1,1
Kepler-1248 b,Kepler-1248,Transit,1,7.46725407,0.0806,1.18,1.76,5.89,0.0,1035.0,271.25,6149.0,1.21,1.21,0.24,4.36,593.026,1,1
Kepler-1251 b,Kepler-1251,Transit,1,45.0904643,0.2478,1.84,4.04,3.56,0.0,487.0,13.78,5545.0,0.89,0.92,-0.04,4.51,902.204,1,1
Kepler-1293 b,Kepler-1293,Transit,1,5.57654784,0.06763,0.97,0.871,5.24,0.0,1183.0,929.122,6241.0,1.28,1.18,0.0,4.29,1028.16,1,1
Kepler-1341 b,Kepler-1341,Transit,1,132.9968322,0.47267,2.99,9.22,1.9,0.0,241.0,1.141,4662.0,0.72,0.79,0.19,4.62,476.957,2,1
Kepler-1342 b,Kepler-1342,Transit,1,2.215710358,0.0313,1.66,3.39,4.07,0.0,1283.0,559.275,5527.0,0.9,0.93,0.03,4.51,890.724,1,1
Kepler-1388 b,Kepler-1388,Transit,1,12.2854603,0.0882,2.59,7.22,2.28,0.0,434.0,17.674,4098.0,0.61,0.63,0.02,4.67,453.795,1,4
Kepler-1252 b,Kepler-1252,Transit,1,15.0540329,0.1078,1.67,3.43,4.05,0.0,665.0,57.579,5949.0,1.09,1.06,0.03,4.38,648.979,1,1
Kepler-1253 b,Kepler-1253,Transit,1,68.8861915,0.31444,1.33,2.33,5.44,0.0,501.0,21.624,5850.0,1.1,0.97,-0.14,4.33,514.524,1,1
Kepler-1295 b,Kepler-1295,Transit,1,3.81371974,0.0464,1.55,3.02,4.46,0.0,1029.0,279.941,5486.0,0.89,0.92,0.04,4.51,1174.46,1,1
Kepler-1344 b,Kepler-1344,Transit,1,4.7683049,0.05501,1.84,4.04,3.56,0.0,1219.0,425.169,5981.0,1.13,1.09,0.06,4.37,853.959,1,1
Kepler-1343 b,Kepler-1343,Transit,1,3.35183158,0.0449,1.93,4.38,3.35,0.0,1294.0,1021.904,5759.0,0.93,0.95,-0.16,4.48,1756.71,1,1
Kepler-1379 b,Kepler-1379,Transit,1,0.881841146,0.0171,1.3,2.24,5.6,0.0,1564.0,1600.049,5188.0,0.79,0.83,-0.04,4.57,971.325,1,1
Kepler-1382 b,Kepler-1382,Transit,1,16.3583055,0.14023,1.88,4.19,3.47,0.0,959.0,198.471,6161.0,1.72,1.36,0.3,4.1,738.261,1,1
Kepler-1256 b,Kepler-1256,Transit,1,12.4127754,0.10733,1.49,2.83,4.7,0.0,933.0,211.549,6129.0,1.36,1.17,0.05,4.23,891.192,1,1
Kepler-1254 b,Kepler-1254,Transit,1,9.99113313,0.0833,1.55,3.02,4.46,0.0,660.0,33.978,4985.0,0.75,0.78,-0.1,4.59,622.818,1,3
Kepler-1347 b,Kepler-1347,Transit,1,14.00947528,0.104,1.03,1.08,5.43,0.0,617.0,34.32,5193.0,0.79,0.82,-0.11,4.57,321.0,1,1
Kepler-1346 b,Kepler-1346,Transit,1,3.40165668,0.044,1.58,3.12,4.35,0.0,1236.0,545.575,6133.0,1.21,1.14,0.04,4.33,843.701,1,1
Kepler-1386 b,Kepler-1386,Transit,1,6.73972381,0.068,1.24,2.07,5.97,0.0,1011.0,196.533,5733.0,1.03,1.02,0.11,4.41,835.882,1,1
Kepler-1259 b,Kepler-1259,Transit,1,0.663085258,0.0141,1.43,2.63,4.94,0.0,1681.0,2460.582,5053.0,0.77,0.8,-0.07,4.58,805.562,1,1
Kepler-1257 b,Kepler-1257,Transit,1,2.668313762,0.0376,1.52,2.92,4.57,0.0,1252.0,546.908,5502.0,0.87,0.9,-0.09,4.52,1105.95,1,1
Kepler-616 c,Kepler-616,Transit,1,90.4113556,0.4024,3.41,11.5,1.59,0.0,413.0,6.86,5753.0,0.97,0.98,-0.02,4.46,945.775,1,3
Kepler-1300 b,Kepler-1300,Transit,1,22.2419092,0.16005,1.37,2.45,5.24,0.0,954.0,149.409,6130.0,1.79,1.29,0.05,4.04,777.025,1,1
Kepler-1350 b,Kepler-1350,Transit,1,4.4968604,0.0413,2.52,6.9,2.37,0.0,535.0,27.176,3827.0,0.53,0.55,-0.06,4.74,340.691,1,2
Kepler-1351 b,Kepler-1351,Transit,1,0.916140768,0.0156,0.65,0.208,4.16,0.0,1212.0,421.965,4439.0,0.67,0.7,-0.03,4.64,202.782,1,1
Kepler-516 b,Kepler-516,Transit,1,24.85462415,0.1992,5.74,27.9,0.811,0.0,1095.0,174.58,7099.0,2.02,1.62,0.01,4.04,687.094,1,1
Kepler-1217 b,Kepler-1217,Transit,1,2.032325072,0.0326,1.99,4.62,3.22,0.0,1542.0,1302.948,5905.0,1.08,1.06,0.07,4.4,1347.71,1,1
Kepler-1218 b,Kepler-1218,Transit,1,22.9221266,0.15698,1.44,2.67,4.91,0.0,684.0,84.83,5986.0,1.1,1.06,-0.02,4.38,840.503,1,1
Kepler-1261 b,Kepler-1261,Transit,1,48.4308991,0.239,2.26,5.73,2.73,0.0,396.0,4.744,5006.0,0.77,0.82,0.03,4.58,744.294,1,1
Kepler-1263 b,Kepler-1263,Transit,1,4.55139967,0.0499,1.14,1.55,5.75,0.0,907.0,144.813,5213.0,0.8,0.84,-0.03,4.56,664.83,1,1
Kepler-1303 b,Kepler-1303,Transit,1,7.56127224,0.0751,1.42,2.6,4.99,0.0,891.0,182.375,5771.0,1.0,1.01,0.04,4.44,897.783,1,1
Kepler-1305 b,Kepler-1305,Transit,1,13.5630972,0.1109,1.88,4.19,3.47,0.0,733.0,103.51,5701.0,0.96,0.97,0.01,4.47,1575.23,1,1
Kepler-521 b,Kepler-521,Transit,1,22.20813214,0.17116,3.18,10.2,1.74,0.0,803.0,160.612,6406.0,1.46,1.34,0.25,4.24,830.638,1,1
Kepler-1219 b,Kepler-1219,Transit,1,16.10467749,0.14146,2.12,5.14,2.96,0.0,1159.0,430.691,5944.0,1.94,1.25,0.05,3.97,880.895,1,1
Kepler-1220 b,Kepler-1220,Transit,1,7.42693741,0.0734,1.52,2.92,4.57,0.0,899.0,177.842,5842.0,0.99,1.0,-0.04,4.45,961.907,1,1
Kepler-1264 b,Kepler-1264,Transit,1,0.968526023,0.01839,1.18,1.76,5.89,0.0,1677.0,2367.804,5791.0,0.98,0.99,-0.02,4.45,801.993,1,1
Kepler-1265 b,Kepler-1265,Transit,1,6.49441289,0.0612,1.35,2.39,5.34,0.0,732.0,58.15,4630.0,0.69,0.71,-0.1,4.63,583.641,1,1
Kepler-1223 b,Kepler-1223,Transit,1,16.301259,0.1186,1.22,1.98,5.99,0.0,557.0,20.51,4870.0,0.75,0.8,0.04,4.6,459.957,1,1
Kepler-1224 b,Kepler-1224,Transit,1,13.32351601,0.11625,1.33,2.33,5.44,0.0,872.0,132.663,6155.0,1.22,1.18,0.14,4.34,559.598,1,1
Kepler-1268 b,Kepler-1268,Transit,1,40.9903986,0.2383,2.03,4.78,3.14,0.0,627.0,40.652,5904.0,1.09,1.06,0.05,4.38,1840.77,1,1
Kepler-1266 b,Kepler-1266,Transit,1,28.474748,0.16431,2.58,7.18,2.3,0.0,489.0,10.313,5044.0,0.76,0.8,-0.07,4.59,849.312,1,2
Kepler-1309 b,Kepler-1309,Transit,1,28.8432647,0.1679,2.37,6.21,2.56,0.0,491.0,13.77,5235.0,0.8,0.85,-0.03,4.56,845.0,1,1
Kepler-517 b,Kepler-517,Transit,1,60.92832271,0.28682,2.67,7.61,2.2,0.0,467.0,10.555,5690.0,0.98,0.95,-0.06,4.43,289.907,2,1
Kepler-1358 b,Kepler-1358,Transit,1,7.06317341,0.0656,1.12,1.46,5.71,0.0,827.0,98.834,5181.0,0.79,0.82,-0.08,4.57,546.998,1,1
Kepler-1359 b,Kepler-1359,Transit,1,59.4970952,0.26657,2.83,8.4,2.04,0.0,369.0,2.451,4709.0,0.72,0.78,0.11,4.62,614.859,1,1
Kepler-1225 b,Kepler-1225,Transit,1,7.01075434,0.0771,1.82,3.97,3.62,0.0,1453.0,324.282,6140.0,1.19,1.13,0.01,4.34,1347.52,1,1
Kepler-1270 b,Kepler-1270,Transit,1,6.03356196,0.07045,3.32,11.0,1.65,0.0,1598.0,1217.395,5047.0,3.38,1.28,-0.02,3.49,1095.05,1,1
Kepler-1314 b,Kepler-1314,Transit,1,5.424749281,0.0504,5.11,22.9,0.943,0.0,625.0,36.05,4188.0,0.59,0.6,-0.22,4.68,141.98685057,1,1
Kepler-1362 b,Kepler-1362,Transit,1,136.205626,0.4626,2.6,7.27,2.27,0.0,248.0,1.011,4857.0,0.74,0.8,0.06,4.6,731.298,1,1
Kepler-1363 b,Kepler-1363,Transit,1,2.94194094,0.0363,1.25,2.1,5.91,0.0,988.0,191.919,4839.0,0.72,0.76,-0.09,4.61,541.714,1,1
Kepler-1227 b,Kepler-1227,Transit,1,94.2887577,0.38555,2.29,5.86,2.68,0.0,369.0,4.179,5747.0,0.95,0.97,-0.04,4.47,623.706,1,1
Kepler-1228 b,Kepler-1228,Transit,1,0.577369579,0.01186,1.54,2.99,4.5,0.0,1757.0,1598.664,5063.0,0.74,0.78,-0.18,4.59,515.453,1,1
Kepler-1316 b,Kepler-1316,Transit,1,87.9732136,0.39765,3.54,12.3,1.52,0.0,446.0,10.714,5884.0,1.12,1.04,0.03,4.36,800.871,1,1
Kepler-1318 b,Kepler-1318,Transit,1,213.257663,0.6085,3.11,9.85,1.8,0.0,202.0,0.492,4598.0,0.7,0.73,-0.01,4.62,475.248,1,1
Kepler-1364 b,Kepler-1364,Transit,1,13.32196237,0.1284,2.15,5.27,2.91,0.0,1299.0,672.06,6805.0,1.79,1.49,0.04,4.1,1056.9,1,1
Kepler-1366 b,Kepler-1366,Transit,1,2.164570968,0.0273,1.43,2.63,4.94,0.0,783.0,134.981,4070.0,0.6,0.62,-0.02,4.68,465.826,1,1
Kepler-1231 b,Kepler-1231,Transit,1,10.41725184,0.0914,1.42,2.6,4.99,0.0,870.0,117.515,5778.0,1.0,1.01,0.06,4.44,987.237,1,1
Kepler-523 b,Kepler-523,Transit,1,5.835983111,0.06159,1.96,4.5,3.28,0.0,884.0,149.135,5515.0,0.86,0.93,-0.03,4.54,253.295,1,1
Kepler-1274 b,Kepler-1274,Transit,1,6.98152703,0.08161,1.42,2.6,4.99,0.0,1384.0,975.81,6179.0,2.17,1.45,0.11,3.93,614.648,1,1
Kepler-1367 b,Kepler-1367,Transit,1,1.574090272,0.0236,0.92,0.721,5.09,0.0,998.0,225.233,4106.0,0.6,0.62,-0.06,4.68,401.484,1,1
Kepler-1235 b,Kepler-1235,Transit,1,4.16055856,0.04836,0.79,0.418,4.66,0.0,985.0,265.325,5541.0,0.9,0.93,0.01,4.5,540.604,1,1
Kepler-1424 b,Kepler-1424,Transit,1,29.6091744,0.19068,1.16,1.65,5.81,0.0,629.0,58.6,5838.0,1.07,1.02,0.01,4.39,661.421,1,1
Kepler-1426 b,Kepler-1426,Transit,1,14.2563227,0.1187,1.56,3.05,4.41,0.0,797.0,95.22,5831.0,1.02,1.02,0.03,4.43,1697.81,1,1
Kepler-556 b,Kepler-556,Transit,1,11.72292176,0.09833,2.24,5.65,2.76,0.0,766.0,81.641,5740.0,0.98,1.0,0.03,4.46,674.598,1,1
Kepler-1586 b,Kepler-1586,Transit,1,15.6049212,0.12208,1.52,2.92,4.57,0.0,1013.0,105.771,6681.0,1.75,1.45,0.06,4.12,552.55,1,1
Kepler-770 d,Kepler-770,Transit,1,4.15244722,0.0616,1.4,2.54,5.09,0.0,1941.0,209.752,5598.0,0.92,0.94,-0.01,4.49,930.457,1,3
Kepler-783 b,Kepler-783,Transit,1,4.29264638,0.04958,0.78,0.399,4.62,0.0,991.0,229.104,5521.0,0.89,0.93,0.01,4.51,516.09,1,2
Kepler-1427 b,Kepler-1427,Transit,1,0.968972376,0.0197,1.1,1.37,5.66,0.0,1844.0,2730.51,5793.0,1.01,1.01,0.06,4.44,1220.0,1,1
Kepler-1428 b,Kepler-1428,Transit,1,10.67607169,0.11051,1.64,3.33,4.15,0.0,1049.0,817.579,6184.0,1.36,1.28,0.35,4.28,1530.32,1,1
Kepler-541 b,Kepler-541,Transit,1,5.08005848,0.06447,3.36,11.2,1.62,0.0,1673.0,1452.904,6166.0,2.06,1.41,0.07,3.96,1060.68,1,1
Kepler-1165 b,Kepler-1165,Transit,1,9.478522,0.0914,1.55,3.02,4.46,0.0,946.0,464.773,6080.0,1.18,1.13,0.05,4.34,1575.2,1,2
Kepler-1553 b,Kepler-1553,Transit,1,4.24261881,0.0481,1.15,1.6,5.78,0.0,926.0,166.106,5288.0,0.81,0.85,-0.09,4.56,692.594,1,1
Kepler-1588 b,Kepler-1588,Transit,1,7.84931739,0.07419,0.76,0.363,4.54,0.0,925.0,359.79,5817.0,0.99,0.96,-0.14,4.43,924.141,1,1
Kepler-1589 b,Kepler-1589,Transit,1,0.991665274,0.0205,1.09,1.32,5.6,0.0,2102.0,5228.785,6166.0,1.25,1.18,0.08,4.32,1513.14,1,1
Kepler-1432 b,Kepler-1432,Transit,1,23.9109011,0.1696,2.22,5.56,2.79,0.0,709.0,119.237,6031.0,1.13,1.09,0.02,4.37,2171.87,1,1
Kepler-1556 b,Kepler-1556,Transit,1,8.82713457,0.0829,1.96,4.5,3.28,0.0,797.0,92.138,5608.0,0.95,0.97,0.08,4.47,944.54,1,1
Kepler-1590 b,Kepler-1590,Transit,1,7.61760804,0.07116,1.14,1.55,5.75,0.0,1020.0,171.478,6053.0,1.16,1.11,0.03,4.35,771.152,1,1
Kepler-398 d,Kepler-398,Transit,1,6.83437001,0.0618,0.88,0.615,4.96,0.0,636.0,40.831,4557.0,0.67,0.72,-0.06,4.64,177.355,1,3
Kepler-1321 c,Kepler-1321,Transit,1,2.226491086,0.0267,2.4,6.35,2.52,0.0,697.0,115.909,4094.0,0.53,0.54,-0.45,4.73,769.146,1,3
Kepler-1433 b,Kepler-1433,Transit,1,4.13592271,0.0516,1.56,3.05,4.41,0.0,1226.0,535.42,6097.0,1.19,1.14,0.07,4.34,1328.0,1,1
Kepler-1557 b,Kepler-1557,Transit,1,3.74032496,0.049,1.53,2.96,4.54,0.0,1287.0,645.543,6099.0,1.17,1.11,0.02,4.34,1380.16,1,1
Kepler-1178 b,Kepler-1178,Transit,1,31.80634,0.1596,1.07,1.24,5.56,0.0,378.0,23.237,4990.0,0.75,0.8,-0.05,4.59,482.287,1,1
Kepler-1592 b,Kepler-1592,Transit,1,3.05710069,0.04,1.54,2.99,4.5,0.0,1202.0,1918.34,6213.0,1.28,1.18,0.04,4.29,1639.47,1,1
Kepler-1365 c,Kepler-1365,Transit,1,4.77468005,0.05701,0.8,0.437,4.69,0.0,1137.0,864.037,5770.0,1.05,1.0,0.03,4.39,840.128,1,2
Kepler-1370 c,Kepler-1370,Transit,1,7.44142113,0.08084,1.27,2.15,5.77,0.0,1075.0,503.722,6202.0,1.29,1.19,0.05,4.29,1004.1,1,2
Kepler-1336 c,Kepler-1336,Transit,1,5.77721211,0.06272,1.71,3.57,3.92,0.0,1260.0,662.713,5512.0,1.3,0.94,0.05,4.18,1126.64,1,2
Kepler-1558 b,Kepler-1558,Transit,1,3.50470358,0.04278,0.68,0.244,4.26,0.0,1019.0,189.886,5101.0,0.79,0.83,0.0,4.57,325.737,1,1
Kepler-1594 b,Kepler-1594,Transit,1,2.71603809,0.0396,1.06,1.2,5.54,0.0,1360.0,672.414,5946.0,1.08,1.06,0.03,4.39,976.868,1,1
Kepler-1595 b,Kepler-1595,Transit,1,4.56380468,0.051,1.23,2.04,6.02,0.0,980.0,185.568,5203.0,0.8,0.84,-0.02,4.56,845.022,1,1
Kepler-1388 c,Kepler-1388,Transit,1,5.53608151,0.0519,2.26,5.73,2.73,0.0,566.0,51.044,4098.0,0.61,0.63,0.02,4.67,453.795,1,4
Kepler-1439 b,Kepler-1439,Transit,1,8.07392849,0.0594,1.46,2.73,4.82,0.0,420.0,9.081,3578.0,0.43,0.46,-0.03,4.83,225.393,1,1
Kepler-1438 b,Kepler-1438,Transit,1,2.31942009,0.0346,0.94,0.779,5.15,0.0,1490.0,561.12,5530.0,0.96,0.97,0.2,4.46,1154.13,1,1
Kepler-1440 b,Kepler-1440,Transit,1,39.859484,0.23431,1.26,2.13,5.85,0.0,597.0,44.728,5698.0,0.96,0.98,0.04,4.46,1115.35,1,1
Kepler-576 b,Kepler-576,Transit,1,29.91136794,0.179,3.27,10.7,1.68,0.0,541.0,16.817,5672.0,0.97,0.99,0.09,4.46,617.55,1,1
Kepler-1596 b,Kepler-1596,Transit,1,66.373379,0.3237,1.9,4.27,3.42,0.0,471.0,33.378,5706.0,0.92,0.95,-0.11,4.49,2146.23,1,1
Kepler-577 b,Kepler-577,Transit,1,25.69578251,0.1348,2.55,7.04,2.33,0.0,314.0,5.688,4984.0,0.73,0.78,-0.14,4.61,524.247,1,1
Kepler-1393 b,Kepler-1393,Transit,1,2.44357812,0.0337,0.8,0.437,4.69,0.0,1249.0,574.37,5697.0,0.92,0.95,-0.09,4.5,544.456,1,1
Kepler-1394 b,Kepler-1394,Transit,1,3.93766373,0.05474,1.39,2.51,5.14,0.0,1947.0,2023.005,6481.0,2.55,1.64,0.06,3.84,640.409,1,1
Kepler-1441 b,Kepler-1441,Transit,1,39.4419839,0.2346,1.31,2.27,5.55,0.0,682.0,33.046,5802.0,1.0,1.0,0.01,4.45,1110.48,1,1
Kepler-511 b,Kepler-511,Transit,1,296.637865,0.85672,6.35,33.1,0.71,0.0,332.0,4.208,5770.0,1.2,1.0,0.01,4.28,651.999,1,2
Kepler-1563 b,Kepler-1563,Transit,1,3.43276598,0.0442,0.75,0.347,4.52,0.0,1134.0,390.57,5765.0,0.99,1.0,0.02,4.45,616.697,1,1
Kepler-1564 b,Kepler-1564,Transit,1,18.0540381,0.1327,1.47,2.76,4.77,0.0,635.0,41.514,5528.0,0.9,0.93,0.03,4.5,908.805,1,1
Kepler-1603 b,Kepler-1603,Transit,1,2.27163926,0.0351,1.29,2.21,5.66,0.0,1522.0,1269.46,6241.0,1.31,1.21,0.07,4.28,2712.58,1,1
Kepler-1395 b,Kepler-1395,Transit,1,3.78470649,0.04974,0.8,0.437,4.69,0.0,1311.0,730.531,6138.0,1.23,1.17,0.12,4.33,492.894,1,1
Kepler-549 c,Kepler-549,Transit,1,117.040498,0.45332,2.93,8.91,1.95,0.0,349.0,2.51,5360.0,0.84,0.88,-0.03,4.54,635.145,1,3
Kepler-1565 b,Kepler-1565,Transit,1,1.538188437,0.0241,1.19,1.81,5.9,0.0,1234.0,510.566,4940.0,0.73,0.76,-0.16,4.6,629.93,1,1
Kepler-1567 b,Kepler-1567,Transit,1,153.979578,0.552,2.73,7.9,2.13,0.0,330.0,2.723,5655.0,0.93,0.95,-0.03,4.49,1206.11,1,1
Kepler-1598 b,Kepler-1598,Transit,1,4.34195123,0.05207,0.95,0.809,5.18,0.0,1236.0,308.46,5940.0,1.09,1.07,0.04,4.39,619.862,1,1
Kepler-1599 b,Kepler-1599,Transit,1,122.363553,0.4823,1.62,3.26,4.21,0.0,407.0,8.196,5767.0,0.99,0.99,0.02,4.45,1328.2,1,1
Kepler-1399 b,Kepler-1399,Transit,1,1.638653058,0.0276,1.25,2.1,5.91,0.0,1610.0,1707.252,5735.0,0.96,0.97,-0.03,4.47,1385.7,1,1
Kepler-684 b,Kepler-684,Transit,1,6.770302008,0.064,3.36,11.2,1.62,0.0,812.0,102.87,5493.0,0.86,0.89,-0.11,4.53,1731.27,1,1
Kepler-605 c,Kepler-605,Transit,1,2.358951515,0.03336,0.86,0.566,4.89,0.0,1278.0,513.03,5462.0,0.88,0.91,0.02,4.52,556.58,1,2
Kepler-1569 b,Kepler-1569,Transit,1,5.79180156,0.06669,1.68,3.46,4.01,0.0,1222.0,495.652,6319.0,1.4,1.25,0.06,4.24,945.454,1,1
Kepler-687 b,Kepler-687,Transit,1,20.50586978,0.1326,3.52,12.2,1.54,0.0,518.0,15.648,4841.0,0.73,0.77,-0.04,4.6,633.66,1,1
Kepler-1597 b,Kepler-1597,Transit,1,2.94654179,0.04136,1.06,1.2,5.54,0.0,1497.0,1431.311,6377.0,1.39,1.25,0.02,4.24,1221.05,1,1
Kepler-1402 b,Kepler-1402,Transit,1,2.03387914,0.0322,0.76,0.363,4.54,0.0,1789.0,2491.119,5416.0,0.87,0.9,0.03,4.53,1493.64,1,1
Kepler-610 c,Kepler-610,Transit,1,151.86392,0.5594,3.3,10.9,1.67,0.0,318.0,2.297,5943.0,1.13,1.1,0.12,4.37,845.824,1,2
Kepler-619 c,Kepler-619,Transit,1,1.208465026,0.02216,1.69,3.5,3.98,0.0,1767.0,1652.907,5980.0,1.11,1.09,0.05,4.38,900.678,1,3
Kepler-1571 b,Kepler-1571,Transit,1,3.38555488,0.04287,1.52,2.92,4.57,0.0,1476.0,757.132,6297.0,1.39,1.23,0.04,4.24,675.303,1,1
Kepler-1389 b,Kepler-1389,Transit,1,99.2530951,0.38249,1.77,3.78,3.75,0.0,300.0,1.871,5078.0,0.74,0.81,-0.14,4.61,497.093,1,1
Kepler-1405 b,Kepler-1405,Transit,1,28.2274184,0.1778,3.96,14.9,1.32,0.0,565.0,33.802,5925.0,1.07,1.05,0.03,4.4,1530.3,1,1
Kepler-1406 b,Kepler-1406,Transit,1,11.62905828,0.0987,1.1,1.37,5.66,0.0,854.0,125.89,5892.0,1.12,1.05,0.04,4.36,572.403,1,1
Kepler-625 c,Kepler-625,Transit,1,4.1653651,0.05379,1.05,1.16,5.51,0.0,1048.0,932.132,5789.0,0.96,1.04,0.1,4.49,760.708,1,2
Kepler-217 d,Kepler-217,Transit,1,3.88689525,0.0534,1.32,2.3,5.5,0.0,1574.0,2099.752,6341.0,1.76,1.37,0.09,4.08,1104.64,1,3
Kepler-1573 b,Kepler-1573,Transit,1,2.6157554,0.0364,1.2,1.87,5.95,0.0,1379.0,1343.114,5808.0,1.0,1.01,0.02,4.44,1455.36,1,1
Kepler-1574 b,Kepler-1574,Transit,1,6.9424334,0.0743,1.29,2.21,5.66,0.0,1003.0,289.778,5892.0,1.08,1.06,0.08,4.4,1384.16,1,1
Kepler-758 d,Kepler-758,Transit,1,20.4966197,0.1527,2.12,5.14,2.96,0.0,843.0,173.171,6228.0,1.42,1.16,-0.1,4.19,1502.32,1,4
Kepler-533 b,Kepler-533,Transit,1,28.51120525,0.16704,3.38,11.4,1.62,0.0,423.0,8.769,4758.0,0.72,0.78,0.01,4.61,302.955,1,1
Kepler-1407 b,Kepler-1407,Transit,1,20.0711504,0.1502,2.25,5.69,2.74,0.0,826.0,78.667,6010.0,1.15,1.1,0.05,4.36,1396.41,1,1
Kepler-653 c,Kepler-653,Transit,1,0.900376476,0.01855,0.78,0.399,4.62,0.0,2078.0,3743.275,5665.0,1.19,1.02,0.23,4.29,595.634,1,2
Kepler-1541 b,Kepler-1541,Transit,1,8.40691199,0.07555,1.16,1.65,5.81,0.0,1048.0,75.56,5282.0,0.81,0.86,-0.04,4.56,416.692,1,1
Kepler-1245 c,Kepler-1245,Transit,1,2.936584681,0.0372,1.44,2.67,4.91,0.0,1190.0,328.984,5306.0,0.83,0.86,-0.01,4.55,805.936,1,2
